1;Grodzisko/ 3 MAJA, Dπbrowskiego;14;"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzyd≥o Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia";474
3829;OJCOWSKA;62;dom;
3830;OJCOWSKA;63;dom;
3831;OJCOWSKA;64;dom;
3832;OJCOWSKA;65;dom;
3833;OJCOWSKA;66;dom;
3834;OJCOWSKA;67;dom;
3835;OJCOWSKA;68;dom;
3836;OJCOWSKA;69;dom;
3837;OJCOWSKA;70;dom;
3838;OJCOWSKA;71;dom;
3839;OJCOWSKA;72;dom;
3840;OJCOWSKA;73;dom;
3841;OJCOWSKA;74;dom;
3842;OJCOWSKA;75;dom;
3843;OJCOWSKA;76;dom;
3844;OJCOWSKA;77;dom;
3845;OJCOWSKA;78;dom;
3846;OJCOWSKA;79;dom;
3847;OJCOWSKA;80;dom;
3848;OJCOWSKA;81;dom;
3849;OJCOWSKA;82;dom;
3850;OJCOWSKA;83;dom;
3851;OJCOWSKA;84;dom;
3852;OJCOWSKA;85;dom;
3853;OJCOWSKA;86;dom;
3854;OJCOWSKA;87;dom;
3855;OJCOWSKA;88;dom;
3856;OJCOWSKA;89;dom;
3857;OJCOWSKA;90;dom;
3858;OJCOWSKA;91;dom;
3859;OJCOWSKA;92;dom;
3860;OJCOWSKA;93;dom;
3861;OJCOWSKA;94;dom;
3862;OJCOWSKA;95;dom;
3863;OJCOWSKA;96;dom;
3864;OJCOWSKA;97;dom;
3865;OJCOWSKA;98;dom;
3866;OJCOWSKA;99;dom;
3867;OJCOWSKA;100;dom;
3868;OJCOWSKA;101;dom;
3869;OJCOWSKA;102;dom;
3870;OJCOWSKA;103;dom;
3871;OJCOWSKA;104;dom;
3872;OJCOWSKA;105;dom;
3873;OJCOWSKA;106;dom;
3874;OJCOWSKA;107;dom;
3875;OJCOWSKA;108;dom;
3876;OJCOWSKA;109;dom;
3877;OJCOWSKA;110;dom;
3878;OKOPOWA;01;Bank Rzeszy, ob.. NBP;1251
3879;OKOPOWA;02;kamienica;
3880;OKOPOWA;03;d. nr 9, kamienica, Bank PKO BP;1603
3881;OKOPOWA;05;"d. nr 8;kamienica";
3882;OKOPOWA;07;d. nr 7, kamienica;
3883;OKOPOWA;09;d. Prezydium Policji (budynek g≥Ûwny, budynek mieszkalny, areszt, ≥πczniki lewy i prawy, fragment muru), ob.UOP ;1650
3884;OKOPOWA;15;Komenda WojewÛdzka Policji w GdaÒsku;
3885;OKOPOWA;15;Komenda WojewÛdzka Policji w GdaÒsku;
3886;OKOPOWA;17;kamienica czynszowa;1846
3887;OKOPOWA;17 A;kamienica czynszowa;1846
3888;OKOPOWA/ Rzeünicka;;Sala Okrπg≥a UrzÍdu WojewÛdzkiego;
3889;OKOPOWA;21-27;URZAD WOJEW”DZKI I MARSZALKOWSKI;
3890;OKSYWSKA;2;dom;
3891;OKSYWSKA;5 A;dom;
3892;OKSYWSKA;7;dom;
3893;OKSYWSKA;9 A;dom;
3894;OKSYWSKA;9 B;drugi dom;
3895;OLIWA;;uklad urbanistyczny Starej Oliwy wraz z zespolem Potoku Oliwskiego;850
3896;OLIWSKA;2;koúciÛ≥  oo franciszkanÛw;1092
3897;OLIWSKA;33;dom;
3898;OLIWSKA;33 B;budynek gospodarczy;
3899;OLIWSKA;34 B;dom;
3900;OLIWSKA;34 C;budynek gospodarczy;
3901;OLIWSKA ;35;budynek nr 1 - dawny zespÛ≥ koszarowy;
3902;OLIWSKA ;35;budynek nr 2 - dawny zespÛ≥ koszarowy;
3903;OLIWSKA ;35;budynek nr 3 - dawny zespÛ≥ koszarowy;
3904;OLIWSKA ;35;budynek nr 4 - dawny zespÛ≥ koszarowy;
3905;OLIWSKA ;35;budynek nr 5 - dawny zespÛ≥ koszarowy;
3906;OLIWSKA ;35;budynek nr 6 - dawny zespÛ≥ koszarowy;
3907;OLIWSKA ;35;budynek nr 7 - dawny zespÛ≥ koszarowy (d.stajnia, kaplica polska);
3908;OLIWSKA ;35;budynek nr 8 - dawny zespÛ≥ koszarowy (sala gimnastyczna);
3909;OLIWSKA ;35;budynek nr 9 - dawny zespÛ≥ koszarowy (warsztat);
3910;OLIWSKA ;35;budynek nr 23 - dawny zespÛ≥ koszarowy;
3911;OLIWSKA;53/54;dom;
3912;OLIWSKA;55;dom;
3913;OLIWSKA;63;dom;
3914;OLIWSKA;64;dom;
3915;OLIWSKA;65;dom;
3916;OLIWSKA;66;dom;
3917;OLIWSKA;46.68/2;dom;
3918;OLSZEWSKIEGO Karola;2/3;kolonia domÛw robotniczych Fundacji dr Abegga;961
3919;OLSZEWSKIEGO Karola;4/5;kolonia domÛw robotniczych Fundacji dr Abegga;961
3920;OLSZEWSKIEGO Karola;6/7;kolonia domÛw robotniczych Fundacji dr Abegga;961
3921;OLSZEWSKIEGO Karola;8/9;kolonia domÛw robotniczych Fundacji dr Abegga;961
3922;OLSZEWSKIEGO Karola;8/9k.;kolonia domÛw robotniczych Fundacji dr Abegga;961
3923;OLSZEWSKIEGO Karola;10;kolonia domÛw robotniczych Fundacji dr Abegga;961
3924;OLSZEWSKIEGO Karola;11;kolonia domÛw robotniczych Fundacji dr Abegga;961
3925;OLSZEWSKIEGO Karola;12;kolonia domÛw robotniczych Fundacji dr Abegga;961
3926;OLSZEWSKIEGO Karola;13/14;kolonia domÛw robotniczych Fundacji dr Abegga;961
3927;OLSZEWSKIEGO Karola;15/16;kolonia domÛw robotniczych Fundacji dr Abegga;961
3928;OLSZEWSKIEGO Karola;17;kolonia domÛw robotniczych Fundacji dr Abegga;961
3929;OLSZEWSKIEGO Karola;18;kolonia domÛw robotniczych Fundacji dr Abegga;961
3930;OLSZEWSKIEGO Karola;19;kolonia domÛw robotniczych Fundacji dr Abegga;961
3931;OLSZEWSKIEGO Karola;20;kolonia domÛw robotniczych Fundacji dr Abegga;961
3932;OLSZEWSKIEGO Karola;21/22;kolonia domÛw robotniczych Fundacji dr Abegga;961
3933;OLSZEWSKIEGO Karola;23/24;kolonia domÛw robotniczych Fundacji dr Abegga;961
3934;OLSZEWSKIEGO Karola;31;kolonia domÛw robotniczych Fundacji dr Abegga;961
3935;OLSZY—SKA;37;dwÛr ;767
3936;OLSZY—SKA;37;budynki gospodarcze przy dworze;
3937;O£OWIANKA;01;"zespÛ≥  elektrowni ""O≥owianka"" (budynek g≥Ûwny ob. Filharmonia, budynek socjalny), ";529
3938;O£OWIANKA;01 A;budynek mieszkalny ;529
3939;O£OWIANKA;01 B C;budynek mieszkalny ;529
3940;O£OWIANKA;09-13;zespÛ≥ spichlerzy : Oliwski, Panna, Miedü-obecnie Centralne Muzeum Morskie;479
3941;O£OWIANKA;14;"spichlerz ""KrÛlewski""  ob..hotel (d. zespÛ≥ elektrowni)";529
3942;OPACKA;3;dom;
3943;OPACKA;5;dom ob.. Dom zakonny oo franciszkanÛw;
3944;OPACKA;7;bud. szko≥y;
3945;OPACKA;9;pastorÛwka, ob.. Dom mieszkalny;
3946;OPACKA;10;zespÛ≥ pocysterski: d. stajnia;64
3947;OPACKA;11;dom;
3948;OPACKA;12;tzw. dworek Saltzmanna, obecnie siedziba DORACO;13
3949;OPACKA;12 A;bud. gospodarczy przy dworku;
3950;OPACKA;;cmentarz (katolicki i ewangelicki): kaplica przedpogrzebowa, kostnica;1079
3951;OWSIANA;1;budynek mieszkalny;
3952;OWSIANA;1A;budynek mieszkalny;
3953;OWSIANA;2;budynek mieszkalny;
3954;OWSIANA;3;budynek mieszkalny;
3955;RYBI—SKIEGO Opata Jacka;;park im. A. Mickiewicza, d. opacki;64
3956;RYBI—SKIEGO Opata Jacka;;palmiarnia;64
3957;RYBI—SKIEGO Opata Jacka;6;dom;
3958;RYBI—SKIEGO Opata Jacka;7;dom;
3959;RYBI—SKIEGO Opata Jacka;12;dom;
3960;RYBI—SKIEGO Opata Jacka;17;dom;
3961;RYBI—SKIEGO Opata Jacka;18;dom;
3962;RYBI—SKIEGO Opata Jacka;22;dom;
3963;RYBI—SKIEGO Opata Jacka;25;dom;
3964;OP£OTKI;18;dom;
3965;OP£OTKI;22;dom;
3966;OP£YW MOT£AWY;;zespÛ≥ BastionÛw Dolnego Miasta - tzw. Op≥yw Mot≥awy / Bastion úw Gertrudy, Øubr, Wilk, Wyskok, Miú, KrÛlik/;419
3967;ORKANA W≥adys≥awa;1;dom;
3968;ORKANA W≥adys≥awa;3;dom;
3969;ORKANA W≥adys≥awa;4;dom;
3970;ORKANA W≥adys≥awa;7;dom;
3971;ORKANA W≥adys≥awa;9;dom;
3972;ORKANA W≥adys≥awa;10/11;dom;
3973;ORLA;1A;budynek mieszkalny ;
3974;ORLA;1B;budynek mieszkalny ;
3975;ORNITOLOG”W;04;zespÛ≥ tzw. ForsterÛwki: drugi budynek;
3976;ORNITOLOG”W;07;zespÛ≥ tzw. ForsterÛwki: domek myúliwski;
3977;ORNITOLOG”W;11 B;dom;
3978;ORNITOLOG”W;12;drugi budynek;
3979;ORNITOLOG”W;12 A;mur miÍdzy budynkami;
3980;ORNITOLOG”W;14;dom;
3981;ORNITOLOG”W;14 ;budynek gospodarczy;
3982;ORNITOLOG”W;16;dom;
3983;ORNITOLOG”W;16;budynek gospodarczy;
3984;ORNITOLOG”W;26;dworzec hydroplanÛw, ob.. Stacja biologii UG;
3985;ORNITOLOG”W;28;dom;
3986;ORNITOLOG”W;28 A;budynek gospodarczy;
3987;ORNITOLOG”W;30;dom;
3988;ORNITOLOG”W;30;budynek gospodarczy;
3989;ORZESZKOWEJ Elizy;2;dom;
3990;ORZESZKOWEJ Elizy;3;dom;
3991;ORZESZKOWEJ Elizy;3 A;dom;
3992;ORZESZKOWEJ Elizy;5 A;dom;
3993;ORZESZKOWEJ Elizy;7;dom;
3994;ORZESZKOWEJ Elizy;9;dom;
3995;ORZESZKOWEJ Elizy;11;dom;
3996;ORZESZKOWEJ Elizy;15;dom;
3997;ORZESZKOWEJ Elizy;17;dom;
3998;ORZESZKOWEJ Elizy;19;dom;
3999;ORZESZKOWEJ Elizy;23;dom;
4000;OSIEK;6;kamienica;
4001;OSIEK;7;kamienica;
4002;OSIEK;8;kamienica;
4003;OSIEK;9;kamienica;
4004;OSIEK;10;kamienica;
4005;OSIEK;11;≥aünia z sala gimnastycznπ ob. Liceum Autonomiczne ;
4006;OSIEK;12;gimnazjum i Liceum Autonomiczne;
4007;OSIEK;12;gimnazjum i Liceum Autonomiczne, drugi budynek;
4008;OSIEK;19-20;kamienica;
4009;OTWARTA;10/12;dom w zespole;
4010;OTWARTA;13/15;dom w zespole;
4011;OTWARTA;30;dom w zespole;
4012;OTWARTA;32;dom w zespole;
4013;OTWARTA;34;dom w zespole;
4014;OTWARTA;36;dom w zespole;
4015;OWCZARNIA;38;uk≥ad siedliska folwarku;
4016;OWCZARNIA;39;starodrzew;
4017;OWCZARNIA;40;fragment d. domeny folwarku Owczarnia, starodrzew;
4018;OWCZARNIA;51;d. budynek straøy granicznej;
4019;OWCZARNIA;51 k.;budynek gospodarczy;
4020;OWCZARNIA;53;leúniczÛwka;
4021;OWCZARNIA;53;budynek gospodarczy leúniczÛwki;
4022;OWCZARNIA;53 k.;2 budynek gospodarczy leúniczÛwki;
4023;OWCZARNIA;61-63;dom;
4024;OWCZARNIA;61-65;d. stajnia;
4025;OWCZARNIA;67;dom;
4026;OWCZARNIA;77;dom;
4027;OWCZARNIA;79;dom;
4028;OWCZARNIA;79-81;dom;
4029;OWCZARNIA;81 k.;dom;
4030;OWCZARNIA;83;dom;
4031;PACHO£”W;1;dom;
4032;PANA TADEUSZA ;13;dom;
4033;PANA TADEUSZA ;23;dom;
4034;PANA TADEUSZA ;25;dom;
4035;PANA TADEUSZA ;27;dom;
4036;PANA TADEUSZA ;32;dom;
4037;PANA TADEUSZA ;47;dom;
4038;PANA TADEUSZA ;51;dom;
4039;PANA TADEUSZA ;51;budynek gospodarczy;
4040;PANA TADEUSZA ;84;dom;
4041;PANA TADEUSZA ;88;dom;
4042;PANA TADEUSZA ;90;dom;
4043;PANA TADEUSZA ;90;dom;
4044;PANA TADEUSZA ;92;dom;
4045;PANA TADEUSZA ;96;dom;
4046;PANA TADEUSZA ;104;dom;
4047;PANA TADEUSZA ;108;dom;
4048;PANA TADEUSZA ;114;dom;
4049;PANA TADEUSZA ;118/120;dom;
4050;PANA TADEUSZA ;124;dom;
4051;PANA TADEUSZA ;126;dom;
4052;PANA TADEUSZA ;128;dom;
4053;PANA TADEUSZA ;130;dom;
4054;PANA TADEUSZA ;134;bud. gosp.;
4055;PANA TADEUSZA ;134;dom;
4056;PANIE—SKA;3 A;dom;
4057;PANIE—SKA;22;dom;
4058;PANIE—SKA;23 k.;bud. gosp./garaø;
4059;PANIE—SKA;23-24;dom;
4060;PANIE—SKA;30;dom;
4061;PA—SKA;1;baszta Jacek;420
4062;PA—SKA;2;dom;
4063;PA—SKA;3;dom;
4064;PA—SKA;4;dom;
4065;PA—SKA;5;dom;
4066;PA—SKA;6;dom;
4067;PA—SKA;7 (7/8);dom;
4068;PA—SKA;9/11;dom;
4069;PA—SKA;1;dom;
4070;PARTYZANT”W;025;dom;
4071;PARTYZANT”W;6;d. zajezdnia tramwajowa;
4072;PARTYZANT”W;7;synagoga;1142
4073;PARTYZANT”W;11B;dom;
4074;PARTYZANT”W;13B;dom;
4075;PARTYZANT”W;13C;dom;
4076;PARTYZANT”W;15;dom;
4077;PARTYZANT”W;17A;dom;
4078;PARTYZANT”W;17B;dom;
4079;PARTYZANT”W;19;dom;
4080;PARTYZANT”W;20;dom;
4081;PARTYZANT”W;21;dom;
4082;PARTYZANT”W;25;dom;
4083;PARTYZANT”W;28B;dom;
4084;PARTYZANT”W;28C;dom;
4085;PARTYZANT”W;29;dom;
4086;PARTYZANT”W;33;dom;
4087;PARTYZANT”W;36A;dom;
4088;PARTYZANT”W;36B;dom;
4089;PARTYZANT”W;36C;dom;
4090;PARTYZANT”W;38;dom;
4091;PARTYZANT”W;43;dom;
4092;PARTYZANT”W;49B;dom;
4093;PARTYZANT”W;51;dom;
4094;PARTYZANT”W;52;dom;
4095;PARTYZANT”W;53;dom;
4096;PARTYZANT”W;54;dom;
4097;PARTYZANT”W;55;dom;
4098;PARTYZANT”W;56/58;dom;
4099;PARTYZANT”W;57;dom;
4100;PARTYZANT”W;58 B;dom;
4101;PARTYZANT”W;59;dom;
4102;PARTYZANT”W;60 A;dom;
4103;PARTYZANT”W;60 B;dom;
4104;PARTYZANT”W;62;dom;
4105;PARTYZANT”W;68;dom;
4106;PASKA Jana Chryzostoma   ;1/2/3/4/5;dom;
4107;PASKA Jana Chryzostoma   ;6/7/8/9;dom;
4108;PASTORIUSZA Joachima;1;dom w zespole;
4109;PASTORIUSZA Joachima;2;dom w zespole;
4110;PASTORIUSZA Joachima;3;dom w zespole;
4111;PASTORIUSZA Joachima;4;dom w zespole;
4112;PASTORIUSZA Joachima;5;dom w zespole;
4113;PASTORIUSZA Joachima;6;dom w zespole;
4114;PASTORIUSZA Joachima;7;dom w zespole;
4115;PAW£OWSKIEGO Stanis≥awa;1A;dom;
4116;PAW£OWSKIEGO Stanis≥awa;2;dom;
4117;PAW£OWSKIEGO Stanis≥awa;3;dom;
4118;PAW£OWSKIEGO Stanis≥awa;4;dom;
4119;PAW£OWSKIEGO Stanis≥awa;5;dom;
4120;PELPLI—SKA;1;dom;
4121;PELPLI—SKA;2;dom;
4122;PELPLI—SKA;3;dom;
4123;PELPLI—SKA;4;dom;
4124;PELPLI—SKA;4;dom;
4125;PELPLI—SKA;5;dom;
4126;PELPLI—SKA;6;dom;
4127;PESTALOZZIEGO Jana;1-5;dom;
4128;PESTALOZZIEGO Jana;2-18;dom;
4129;PESTALOZZIEGO Jana;7/9/11/13;zespÛ≥ budynkÛw szko≥y;
4130;PESTALOZZIEGO Jana;15-19;dom;
4131;PESTALOZZIEGO Jana;24-36;dom;
4132;PIASTOWSKA;3;dom;
4133;PIASTOWSKA;04;dom;
4134;PIASTOWSKA;5;dom;
4135;PIASTOWSKA;06;dom;
4136;PIASTOWSKA;07;dom;
4137;PIASTOWSKA;8;dom;
4138;PIASTOWSKA;15A;dom;
4139;PIASTOWSKA;20;dom;
4140;PIASTOWSKA;22;dom;
4141;PIASTOWSKA;23;dom;
4142;PIASTOWSKA;24;dom;
4143;PIASTOWSKA;25;dom;
4144;PIASTOWSKA;26;dom;
4145;PIASTOWSKA;28;dom;
4146;PIASTOWSKA;29;d. magazyn;
4147;PIASTOWSKA;31;warsztat;
4148;PIASTOWSKA;33;dom;
4149;PIASTOWSKA;34;dom;
4150;PIASTOWSKA;36;dom;
4151;PIASTOWSKA;38;dom;
4152;PIASTOWSKA;40;dom;
4153;PIASTOWSKA;40k.;dom;
4154;PIASTOWSKA;44;dom;
4155;PIASTOWSKA;46;dom;
4156;PIASTOWSKA;48;dom;
4157;PIESZA ;1 B;dom;
4158;PIECEWSKA;27;zespÛ≥ dworsko- pa≥acowy(dwÛr park altana);1015
4159;PILECKIEGO Szczepana;3;dom;
4160;PILECKIEGO Szczepana;4;dom;
4161;PILECKIEGO Szczepana;6;wiadukt;
4162;PILECKIEGO Szczepana;7;willa z dzia≥kπ;1873
4163;PILECKIEGO Szczepana;8;dom;
4164;PIRAMOWICZA Grzegorza;1/2;"budynek szko≥y ""Conradinum"" z fragmentem ogrodzenia";1700
4165;PIRAMOWICZA Grzegorza;1/2;bursa szkolna;1700
4166;PIRAMOWICZA Grzegorza;1/2;sala gimnastyczna;1700
4167;PIRAMOWICZA Grzegorza;1/2;sanitariaty;1700
4168;PIRAMOWICZA Grzegorza;3;dom;
4169;PIWNA;1 (1/2);kamienica, tzw..Dom Schl¸tera, ob..Dom Rzemios≥a ;424
4170;PIWNA;3 (3/4);kamienica;
4171;PIWNA;4 (3/4);kamienica;
4172;PIWNA;5 (5/6);kamienica;
4173;PIWNA;6 (5/6);kamienica;
4174;PIWNA;7 (7/8);kamienica;
4175;PIWNA;8 (7/8);kamienica;
4176;PIWNA;9 (9/10);kamienica;
4177;PIWNA;10 (9/10);kamienica;
4178;PIWNA;11 (11/12);kamienica;
4179;PIWNA;12 (11/12);kamienica;742
4180;PIWNA;13;kamienica;
4181;PIWNA;14 (14/15);kamienica;
4182;PIWNA;15 (14/15);kamienica;743
4183;PIWNA;16;kamienica. ;744
4184;PIWNA;17 (17/18);kamienica;
4185;PIWNA;18 (17/18);kamienica;
4186;PIWNA;19 (19/21);kamienica;
4187;PIWNA;20 (19/21);kamienica;
4188;PIWNA;21 (19/21);kamienica;
4189;PIWNA;22 (22/23);kamienica;745
4190;PIWNA;23 (22/23);kamienica;
4191;PIWNA;23 (22/23);kamienica;
4192;PIWNA;24;kamienica;
4193;PIWNA;25 (25/26);kamienica;
4194;PIWNA;26 (25/26);kamienica;
4195;PIWNA;27 (27/29);kamienica;
4196;PIWNA;27 (27/29) ;kamienica;
4197;PIWNA;30 (28/31);kamienica;
4198;PIWNA;31 (28/31);kamienica;
4199;PIWNA;29 (28/31);kamienica;
4200;PIWNA;15 (28/31);kamienica;
4201;PIWNA;14 (28/31);kamienica;
4202;PIWNA;28 (28/31);kamienica;
4203;PIWNA;33 (32/35);kamienica;
4204;PIWNA;34 (32/35);kamienica;
4205;PIWNA;35 (32/35);kamienica;
4206;PIWNA;35 (32/35);kamienica;
4207;PIWNA;36 (36/39);kamienica;
4208;PIWNA;37 (36/39);kamienica;
4209;PIWNA;38 (36/39);kamienica;
4210;PIWNA;39 (36/39);kamienica;
4211;PIWNA;47;kamienica;
4212;PIWNA;47;kamienica;
4213;PIWNA;48 (48/49);kamienica;
4214;PIWNA;49 (48/49);kamienica;
4215;PIWNA;50 (50/51);kamienica;
4216;PIWNA;51 (50/51);kamienica;746
4217;PIWNA;52 (52/53);kamienica;747
4218;PIWNA;53 (52/53);kamienica;
4219;PIWNA;54 (54/55);kamienica;748
4220;PIWNA;55 (54/55);kamienica;749
4221;PIWNA;56 (56/57);kamienica;
4222;PIWNA;57 (56/57) ;kamienica;750
4223;PIWNA;58;kamienica;
4224;PIWNA;59 (59/60);kamienica;751
4225;PIWNA;60 (59/60);kamienica;752
4226;PIWNA;61 (61/63);kamienica;753
4227;PIWNA;62 (61/63;kamienica;
4228;PIWNA;63 (61/63);kamienica;754
4229;PIWNA;64 (64/65);kamienica;755
4230;PIWNA;65 (64/65);kamienica;
4231;PIWNA;66;kamienica;756
4232;PIWNA;67 (67/68);kamienica;
4233;PIWNA;68 (67/68);kamienica;
4234;PLAC DOMINIKA—SKI;1;Hala Targowa;1230
4235;PLAC DWORCOWY;1;budynek dworca w Oliwie;
4236;PLAC DWORCOWY;1 k.;magazyn;
4237;PLAC DWORCOWY;bn;wiata;
4238;PLAC DWORCOWY;bn;budynek I na peronie;
4239;PLAC DWORCOWY;bn;budynek II na peronie;
4240;PLAC DWORCOWY;bn;budynek toalet;
4241;PLAC DWORCOWY;3;dom;
4242;PLAC DWORCOWY;3;budynek gospodarczy;
4243;PLAC GUSTKOWICZA ks. pra≥ata Jana  ;1;dom;
4244;PLAC GUSTKOWICZA ks. pra≥ata Jana  ;2;dom;
4245;PLAC GUSTKOWICZA ks. pra≥ata Jana  ;3;dom;
4246;PLAC GUSTKOWICZA ks. pra≥ata Jana  ;4;dom;
4247;PLAC GUSTKOWICZA ks. pra≥ata Jana  ;5;dom;
4248;PLAC GUSTKOWICZA ks. pra≥ata Jana  ;11;dom;
4249;PLAC GUSTKOWICZA ks. pra≥ata Jana  ;12;dom;
4250;PLAC KOMOROWSKIEGO ks. Bronis≥awa;1 A/B/C;dom;
4251;PLAC OBRO—C”W POCZTY POLSKIEJ;1-2;budynek d. lazaretu, nastepnie Poczty Polskiej ;422
4252;PLAC OBRO—C”W POCZTY POLSKIEJ;;mur d. Domu Poprawy;
4253;PLAC SOLIDARNOåCI/ DOKI;;Plac Sollidarnosci z Pomnikiem Poleg≥ych StoczniowcÛw, murem, brama nr 2 Stoczni i tzw. sala BHP;1699
4254;PLAC WA£OWY;2;dom;
4255;PLAC WA£OWY;3;dom;
4256;PLAC WA£OWY;5;dom;
4257;PLAC WA£OWY;5 A;dom;
4258;PLAC WA£OWY;6;dom;
4259;PLAC WA£OWY;7;dom;
4260;PLAC WA£OWY;9;dom;
4261;PLAC WA£OWY;10;dom;
4262;PLAC WA£OWY;11;dom;
4263;PLAC WA£OWY;12 A;dom;
4264;PLAC WA£OWY;12 B;dom;
4265;PLAC WA£OWY;12 C;dom;
4266;PLAC WA£OWY;13;dom;
4267;PLAC WA£OWY;14;dom;
4268;PLAC WA£OWY;1;ZespÛ≥ Ma≥ej Zbrojowni - obecnie ASP;432
4269;PLAC WA£OWY;15;Laboratorium forteczne - ob.. ASP;432
4270;PLAC WA£OWY;15 A;Dom Studencki ASP d. internat;
4271;PLAC WYBICKIEGO gen. JÛzefa;2/4/6/8/10/12/14/16/18/20/22;zespÛ≥ domÛw;
4272;PLAC WYBICKIEGO gen. JÛzefa;1/3/5/7/9/11/13/15/17/19;zespÛ≥ domÛw;
4273;PLATER Emilli;2;budynek mieszkalny;
4274;PLATER Emilli;7;budynek mieszkalny;
4275;PLATER Emilli;9;budynek mieszkalny;
4276;PLATER Emilli;11;budynek mieszkalny;
4277;PLATER Emilli;13;budynek mieszkalny;
4278;PLATER Emilli;15/15a/17/19/21/23/23a;budynek mieszkalny;
4279;PLATER Emilli;25/25a/27/29/31/33/33a;budynek mieszkalny;
4280;PLATER Emilli;35/35a;budynek mieszkalny;
4281;PLATER Emilli;37;budynek mieszkalny;
4282;PLEBANIA;7;budynek I plebanii  Bazyliki Mariackiej;124
4283;PLEBANIA;8;budynek  II plebanii Bazyliki Mariackiej;124
4284;PLEBANIA;9;budynek III plebanii Bazyliki MariackiejI ;124
4285;P£O—SKA;4;dom;
4286;P£O—SKA;24;dom;
4287;P£OWCE;1/3/5/7/9/11;budynek mieszkalny;
4288;P£OWCE;2/4/6/8/10/12;budynek mieszkalny;
4289;P£OWCE;13/15/17/19/21/23;budynek mieszkalny;
4290;P£OWCE;14/16/18/20/22/24;budynek mieszkalny;
4291;P£OWCE;25/27/29/31/33/35;budynek mieszkalny;
4292;P£OWCE;26/28/30/32/34/36;budynki;
4293;P£OWCE;37/39/41;budynki;
4294;P£OWCE;38/40/42/44/46/48;budynek mieszkalny;
4295;P£OWCE;58/60;budynek mieszkalny;
4296;PNIEWSKIEGO W≥adys≥awa;1;dom;
4297;PNIEWSKIEGO W≥adys≥awa;2;dom;
4298;PNIEWSKIEGO W≥adys≥awa;3;d. szko≥a ob.. Przedsiebiorstwo Geode.-Kart.;
4299;PNIEWSKIEGO W≥adys≥awa;3A;d. szko≥a ob.. Przedsiebiorstwo Geode.-Kart.;
4300;PNIEWSKIEGO W≥adys≥awa;3B;oficyna d. szko≥y;
4301;PNIEWSKIEGO W≥adys≥awa;4;dom;
4302;PNIEWSKIEGO W≥adys≥awa;5;dom;
4303;PNIEWSKIEGO W≥adys≥awa;6;dom;
4304;PNIEWSKIEGO W≥adys≥awa;7;dom;
4305;PNIEWSKIEGO W≥adys≥awa;8;dom;
4306;POBIEDZISKO;3;dom;
4307;POBIEDZISKO;4;dom;
4308;POBIEDZISKO;5;dom;
4309;POBIEDZISKO;6;dom;
4310;POBIEDZISKO;7;dom;
4311;POBIEDZISKO;8;dom (kaplica metodystÛw?);
4312;POBIEDZISKO;9;dom;
4313;POBIEDZISKO;10;dom;
4314;POBIEDZISKO;12 ;dom;
4315;POBIEDZISKO;12 k.;dom;
4316;POBIEDZISKO;18;dom;
4317;POCZTOWA;1;dom;
4318;POCZTY GDA—SKIEJ;2;dom;
4319;POCZTY GDA—SKIEJ;3;dom;
4320;POCZTY GDA—SKIEJ;3 A;oficyna;
4321;POCZTY GDA—SKIEJ;4;dom;
4322;POCZTY GDA—SKIEJ;6;dom;
4323;POCZTY GDA—SKIEJ;7;willa ;
4324;POCZTY GDA—SKIEJ;8;dom;
4325;POCZTY GDA—SKIEJ;9;willa;
4326;POD ZR BEM;03;dom;
4327;POD ZR BEM;05 B;dom;
4328;POD ZR BEM;06;dom;
4329;POD ZR BEM;07;dom;
4330;POD ZR BEM;08;dom;
4331;POD ZR BEM;09;dom;
4332;POD ZR BEM;16;dom;
4333;PODHALA—SKA;1;dom;
4334;PODHALA—SKA;4;dom;
4335;PODHALA—SKA;6;dom;
4336;PODHALA—SKA;7;dom;
4337;PODHALA—SKA;8;dom;
4338;PODHALA—SKA;10;dom;
4339;PODHALA—SKA;11;dom;
4340;PODHALA—SKA;13;dom;
4341;PODHALA—SKA;15 A;dom;
4342;PODHALA—SKA;15 B;budynek gospodarczy;
4343;PODHALA—SKA;15 C;budynek gospodarczy;
4344;PODHALA—SKA;15 D;budynek gospodarczy;
4345;PODHALA—SKA;16;dom;
4346;PODHALA—SKA;17;dom;
4347;PODHALA—SKA;18;dom;
4348;PODHALA—SKA;19;dom;
4349;PODHALA—SKA;20;dom;
4350;PODHALA—SKA;21;dom;
4351;PODKRAMARSKA;5;kosciÛ≥ p.w. Wniebowziecia NMP (Bazylika Mariacka),;124
4352;PODLEåNA;2;dom;
4353;PODLEåNA;3;dom;
4354;PODLEåNA;4;dom;
4355;PODLEåNA;5;dom;
4356;PODLEåNA;7;dom;
4357;PODLEåNA;9;dom;
4358;PODLEåNA;10;dom;
4359;PODLEåNA;11;dom;
4360;PODLEåNA;12;dom;
4361;PODLEåNA;13;dom;
4362;PODLEåNA;14;dom;
4363;PODLEåNA;15;dom;
4364;PODLEåNA;17;dom;
4365;PODLEåNA;18/20;willa;
4366;PODLEåNA;19;dom;
4367;PODLEåNA;21;dom;
